surface_name	site_name	species_name	formation_energy	frequencies	reference
Cu	100	COHC-H2O-ele	0.158504	[69.74508986335906, 168.4990818153684, 184.87103620187628, 219.8020168777571, 283.80719415710746, 327.32815899029407, 360.5064195554241, 404.9581556301523, 441.8744642982184, 540.0224427807319, 656.4563352379396, 667.8307785814111, 723.3412134455878, 1021.4791791589763, 1085.7940524217315, 1236.7443824098061, 1422.169462686427, 1474.0936204924221, 3120.375001401108, 3706.166741656376]	beta=(0.5000804321379884, -2.0418494798830737) HCCO_to_HCCHO_base 1580j
Cu	100	OHCCH2	-2.025467	[12.0, 182.93645, 202.878487, 222.318988, 260.689881, 324.94201, 510.466179, 689.900098, 722.122236, 901.190899, 948.649077, 1192.803136, 1289.296075, 1387.168752, 1506.446963, 2940.129752, 3112.162946, 3219.558345,]	beta=(0.23015974211199086, -3.0381698237794756)
Cu	100	OHCCH2-H2O-ele	-0.249502	[12.0, 126.0504119319787, 171.60996645317985, 219.95518336104615, 228.03809619938394, 291.560538901317, 319.0326418616145, 367.4032752812403, 469.0703565946376, 473.8356392448357, 538.2673057320941, 630.360572720019, 668.5465803303147, 857.2632641654981, 915.443865498486, 934.96713192751, 1113.6982805352545, 1138.7951390847772, 1222.1510668045, 1343.1641766359837, 1425.9429023597647, 1428.9267323377057, 2780.2518408976566, 3050.8259082962313, 3124.3532467717855, 3714.0906299546327]	beta=(0.30154610244499, -1.5763043510172248) OHCCH2_to_H2CCH2O_base 1386j
Cu	100	2OHCCH-H2O-ele	-1.750850	[12.0, 141.4956897506855, 181.86588507918424, 220.38484197891967, 294.52257253200435, 559.6650064170273, 697.4282295954969, 775.6485922768526, 963.6355465458367, 985.7319358062457, 1235.4136099951, 1321.5612319611828, 1423.3648906350645, 1551.023294732799, 2973.5960936331016, 3083.9599700098647, 3221.4577810360283]	beta=(0.37462448627181283, -3.3991974136572995) OHCCH2_to_OCHCH3_base 162j
Cu	100	CCH2	-1.367740	[12.0, 108.367225, 194.313151, 265.179577, 277.503412, 359.68432, 848.81218, 964.932306, 1319.337894, 1469.104699, 3041.109864, 3123.444333,]	beta=(-0.14149631267654933, -0.7451563879942944)
Cu	100	CHO	0.149529	[92.603839, 160.761734, 197.025014, 258.484224, 436.584617, 510.557004, 1293.1596, 1420.081284, 2645.152932,]	beta=(0.21900841207120753, -0.8141078450638537)
Cu	100	CHO-CHO	0.117091	[12.0, 33.13063248583634, 181.67935717408454, 210.8757593561946, 247.6834749313263, 295.5416695515285, 310.3994956270584, 417.6339022677185, 464.2900604297646, 637.8587883286605, 1240.8724349118143, 1325.824978911543, 1713.1254049682366, 2411.202881787995]	beta=(0.2770231600188214, -1.1018106941419588) CHO_to_OCCHO_base 289j
Cu	100	CHO-H2O-ele	1.645727	[117.25686121232458, 151.19139960409314, 197.22633514986612, 236.95052477747907, 295.7909180561785, 316.31094842090084, 355.8503235513974, 459.642615502872, 468.26423808998686, 581.3203862506741, 613.3724752599007, 947.4462620577501, 1200.2935659406721, 1350.8055670462584, 2940.3977809494827, 3307.254682709602, 3729.9187493663535]	beta=(0.8110270536658977, -1.922792443092531) CHO_to_CHOH_base 132j
Cu	100	CH3CHOH	-2.296043	[12.0, 12.0, 12.0, 158.281965, 185.015899, 199.814041, 229.265282, 322.7268, 428.024835, 774.813033, 853.151383, 960.167326, 1017.434676, 1056.399851, 1226.085358, 1318.271278, 1342.792369, 1419.065526, 1442.98034, 2880.627486, 2966.255479, 2998.679255, 3039.464327, 3653.345287,]	beta=(-0.05633207366872788, -2.0481815922979636)
Cu	100	CHOH	0.474698	[68.501736, 190.83152, 265.025452, 299.5953, 407.554329, 470.823199, 769.838569, 936.092852, 1166.055691, 1372.427392, 3006.705145, 3488.980258,]	beta=(0.14863971030736145, -0.17931650721134654)
Cu	100	CHOH-ele	1.773241	[146.79276224162368, 246.96122483324078, 286.4700922872887, 442.8800774421765, 457.7822359780449, 483.1615419433471, 605.6393690904354, 657.1057573078825, 757.6790436975426, 3078.760453090492, 3714.031817285091]	beta=(0.5153049619023197, -0.4941003702763485) CHOH_to_CH_base 329j
Cu	100	HCCHO	-1.838612	[130.70937, 181.112097, 254.900604, 302.372722, 358.804127, 411.612497, 683.74459, 761.737734, 950.180034, 1070.22699, 1247.908881, 1316.532343, 1444.176108, 2903.343159, 3087.07136,]	beta=(-0.0031016505018524043, -1.8249647393629185)
Cu	100	CH	-0.179604	[331.147861, 407.266683, 453.403068, 518.55123, 583.734138, 2925.811459,]	beta=(-0.011926320821360864, -0.12712841218909574)
Cu	100	CO	-0.530835	[228.796298, 245.346776, 310.978098, 346.784218, 355.893496, 1765.707757,]	beta=(0.059781858280483484, -0.7938748555908866)
Cu	100	CO-H2O-ele	1.147155	[214.44410781763133, 264.4856669191568, 283.83015699981536, 307.4176387264202, 364.67655227994874, 402.4317085480868, 446.11884946926926, 514.2095261155339, 816.5751229980316, 1043.7372406662573, 1057.8645124404563, 1354.5188587039754, 2233.133363161444, 3772.2094238741283]	beta=(0.6039156439931846, -1.510073841555736) CO_to_COH_base 129j
Cu	100	OC-H2O-ele	1.381674	[123.43421925977039, 130.5366031447531, 173.691732796859, 199.54591799617276, 269.06527354762, 269.8774741546059, 356.4385791076609, 389.00487013001003, 597.923950504133, 657.2258052662852, 1029.2495109102113, 1428.6149797747476, 1473.1523574059497, 3758.766097317926]	beta=(0.45264072053467885, -0.6099453859195293) CO_to_CHO_base 1229j
Cu	100	CO-H	0.357493	[153.47278076443092, 217.29825373974126, 247.657311253339, 340.38796439072104, 426.989256700052, 597.3196800524814, 1180.3862754216332, 1558.239160379354]	beta=(0.19402657644871985, -0.4962238568682) CO_to_CHO_chemical 799j
Cu	100	HOCCH3	-1.510933	[12.0, 12.0, 124.300834, 163.320189, 195.003694, 267.949436, 350.252807, 520.692677, 626.966073, 898.377092, 958.623769, 1016.719653, 1173.034989, 1310.373378, 1320.166638, 1427.89364, 1443.526061, 2943.736003, 3001.362595, 3029.454688, 3119.373322,]	beta=(-0.18383322805326285, -0.7020668786184792)
Cu	100	HCCH	-1.455371	[12.0, 122.922701, 224.479589, 365.798169, 416.177275, 588.175462, 886.886533, 941.556972, 1129.782535, 1338.886144, 2978.596523, 3030.434557,]	beta=(-0.11285466715910841, -0.9588101555344354)
Cu	100	COH	0.440256	[238.32322, 282.469134, 340.612858, 362.010432, 419.040902, 449.778982, 958.863954, 1231.065504, 3389.64346,]	beta=(0.005951509538593494, 0.4140689506783785)
Cu	100	COH-COH	0.964929	[157.23827759250597, 207.07938521076196, 225.09292442373126, 276.24801450988934, 296.20886123707277, 313.7548608185206, 361.601365805665, 371.9510622838354, 385.8588763552506, 494.9796213336932, 844.0483144408053, 1141.4354030095897, 1721.59844878017, 3645.4140569492015]	beta=(0.11347710314834919, 0.4656292782438436) COH_to_OCCOH_base 228j
Cu	100	COH-ele	1.726967	[127.63195370880274, 216.5743801445979, 358.1062724383649, 459.79369334436467, 466.24500320656995, 618.8654028152836, 682.922368745095, 3767.392757930882]	beta=(0.5043092097002582, -0.4919934690007759) COH_to_C_base 314j
Cu	100	H2CCOH	-1.279155	[12.0, 110.189669, 176.828017, 212.060009, 240.981975, 390.208762, 434.643317, 533.248388, 718.112128, 763.234611, 874.778634, 1046.928249, 1191.813553, 1338.452799, 1489.200637, 3032.689663, 3119.014593, 3439.980977,]	beta=(0.09365161911170479, -1.6912217289594906)
Cu	100	H2CCOH-ele	0.207025	[12.0, 96.71827950390073, 195.4597196425063, 228.87897636604694, 264.95352596208585, 300.63940935034043, 348.73238312917357, 398.15076035785546, 529.2676593259467, 695.7954603937367, 775.7203542698171, 858.029585024633, 1297.3900896390314, 1466.0349740272666, 2996.837635800537, 3106.12683214954, 3683.7988405618]	beta=(0.2806553757573052, -1.027858898952691) H2CCOH_to_CCH2_base 328j
Cu	100	CCO	-1.356754	[26.857106, 256.804002, 294.08888, 302.134675, 344.983921, 529.481748, 573.720208, 1220.639902, 1980.126347,]	beta=(0.1815582062410138, -2.1556103297113114)
Cu	100	CCO-H2O-ele	-0.013886	[12.0, 93.61431406944638, 108.1492514332124, 155.5776501033492, 208.0742581870819, 294.2164104040444, 303.6152951282764, 327.02831714599057, 501.12663438949704, 555.3750879857315, 662.290666170372, 723.0932656191094, 1056.0552259697013, 1206.3499104433006, 1404.5145336036348, 1928.9334648520182, 3622.8685654845062]	beta=(0.627045136433849, -2.7728849214935893) CCO_to_HCCO_base 1108j
Cu	100	OCC-H2O-ele	0.907544	[12.0, 141.72591186730338, 180.81073203663513, 216.496180859367, 247.5071801457278, 250.81062445029508, 279.40241447081644, 319.37160855780337, 340.9814392695495, 440.8329064662772, 541.820419662104, 676.2624951645514, 979.7038429169357, 1286.0730411469829, 1591.8845077662086, 3598.471112862031, 3720.653131902866]	beta=(0.6700086421353756, -2.0404935563166915) CCO_to_CCOH_base 187j
Cu	100	COC-H2O-ele	0.737927	[150.4199292948626, 168.62256912193408, 209.5897580730575, 242.08669089035163, 284.69642781946584, 328.4540995119553, 360.6773671454142, 435.6206743883394, 439.6413562222658, 521.5487569486487, 599.2897432001708, 637.7419787670045, 1051.6345861703446, 1120.345941460543, 1421.4858588843163, 1513.749983636436, 3730.2885553511915]	beta=(0.8342456727206664, -2.932754019709865) CCO_to_CCHO_base 1473j
Cu	100	O	0.528871	[226.694776, 227.269068, 326.114581,]	beta=(0.043565563412904865, 0.3371824936679201)
Cu	100	H	0.105143	[449.128915, 1097.442645, 1136.820014,]	beta=(-0.01729025402247683, 0.1812203293516176)
Cu	100	OCCHO	-0.587681	[67.152126, 119.535452, 205.872318, 223.372635, 235.482828, 292.303626, 345.450133, 523.274866, 783.597363, 800.374181, 909.706277, 1179.26874, 1272.832769, 1393.202455, 2925.396483,]	beta=(0.5954809119355507, -3.2077972495085185)
Cu	100	CCOH	-0.122254	[12.0, 212.049189, 222.745164, 286.927057, 293.513459, 307.899465, 503.222015, 535.6548, 936.096568, 1177.615259, 1563.795011, 3651.383685,]	beta=(0.05586485179204068, -0.36805980997569054)
Cu	100	CCOH-H2O-ele	0.532650	[12.0, 101.6348636242837, 160.70707515778423, 183.1565781074315, 225.93812448285678, 226.89044828421748, 282.04527651943414, 379.9244496911556, 421.17723399919106, 490.2252685772894, 533.504678744354, 583.7050518316883, 672.2479240626215, 791.8880624284377, 1158.3695194181496, 1197.6662876467353, 1426.567788057816, 1448.7406392996363, 3649.3573038057257, 3720.013767940718]	beta=(0.42034891489478937, -1.316885337332451) CCOH_to_HCCOH_base 1416j
Cu	100	CCOH-ele	0.894415	[69.47748830898784, 149.0082375858515, 182.6445206470692, 229.97392980819438, 272.1395145617478, 317.443469611093, 481.1254830539921, 514.3424067018373, 690.8725231253775, 1537.4598952596505, 3719.6045292131007]	beta=(0.5520761507232088, -1.5347197717200027) CCOH_to_CC_base 354j
Cu	100	CH3	-1.372310	[12.0, 106.68089, 168.712959, 326.398635, 495.362641, 597.024687, 1100.037931, 1380.045114, 1434.739138, 2888.870534, 3023.552948, 3089.184196,]	beta=(-0.13372888463557336, -0.7839031861202768)
Cu	100	H2CCHOH	-2.334500	[12.0, 12.0, 12.0, 92.020343, 152.323364, 210.15835, 459.258862, 649.549971, 748.817905, 786.164779, 923.389418, 941.658183, 1127.841879, 1307.498059, 1366.409397, 1406.399273, 1667.373185, 3145.724324, 3157.174062, 3246.604059, 3322.042708,]	beta=(-0.3337711434950166, -0.8659065762120225)
Cu	100	clean	-2941.029916	[97.80774, 184.542502, 292.064943, 500.419064, 562.452051, 620.420067, 1646.635379, 3510.629333, 3616.884916,]	beta=(0.804650199680916, -2944.57037677536)
Cu	100	H2O-ele	1.574851	[169.0453766281723, 253.3515901232807, 276.71701722006964, 361.74094452379416, 445.1930871319951, 535.4225312982255, 883.777571746467, 3711.4862647461796]	beta=(0.43516785821339593, -0.3398875568815079) clean_to_H_base 1043j
Cu	100	COCO	-0.807220	[12.0, 87.819033, 193.507629, 227.164578, 234.384029, 249.876157, 266.191754, 279.268399, 333.852097, 390.726819, 1709.513269, 1769.965486,]	beta=(0.149337742390598, -1.4643062618213312)
Cu	100	CO-CO	-0.144122	[144.43861348868003, 166.36303905754443, 208.88392394653644, 218.6439560895669, 234.8828764286841, 308.4717663676189, 323.2898853929654, 371.1451915500837, 533.8668489994493, 1561.128649583049, 1580.4715137244318]	beta=(0.33916573662536076, -1.636451601876846) COCO_to_OCCO_base 399j
Cu	100	CCHO	-0.906002	[200.108544, 221.089118, 261.467966, 272.589581, 352.527689, 394.692372, 653.991251, 912.30285, 1149.407013, 1322.726691, 1402.926449, 2901.560658,]	beta=(0.44565656195065384, -2.8668905646153626)
Cu	100	HCCH2O	-1.280860	[31.92665, 169.913024, 252.886561, 328.508124, 369.185974, 410.791641, 582.020231, 595.99341, 867.305487, 884.307957, 1036.284315, 1142.079257, 1195.393187, 1299.336222, 1425.126304, 2884.895897, 2897.897781, 3032.264536,]	beta=(-0.05852631655725902, -1.0233444390799133)
Cu	100	CH2	-0.166899	[12.0, 219.805394, 295.518635, 377.822131, 458.37988, 596.241566, 1258.071502, 2868.001992, 2981.137252,]	beta=(0.11594515413978503, -0.6770571797445926)
Cu	100	H2CCO	-1.532474	[112.174649, 123.937261, 192.194992, 235.38913, 293.450023, 418.995448, 542.559022, 794.417237, 807.960014, 940.393198, 1067.671782, 1311.838712, 1457.752788, 3045.041613, 3193.372556,]	beta=(0.058495356907749825, -1.7898535637201711)
Cu	100	H2CCO-H2O-ele	-0.381188	[12.0, 12.0, 88.72709225017358, 163.68514050862566, 205.1365973889705, 220.09246140567362, 276.9238688816933, 398.5843763784711, 475.38305212253533, 491.3133606167972, 558.0530623744096, 602.5941402000598, 678.9684826851978, 921.5373532747029, 1021.0320504517144, 1063.8595572551487, 1309.4606286508538, 1392.515170474349, 1443.3895673229292, 1480.236201154485, 2946.683870727379, 3038.2085657122298, 3686.6460965484403]	beta=(0.5089847908198969, -2.62072097985469) H2CCO_to_H3CCO_base 1225j
Cu	100	OH2CC-H2O-ele	-0.192747	[38.72900622323363, 79.97192645247509, 122.31491426070164, 176.12075683434028, 186.92405784517635, 218.89200144586752, 243.03396528148667, 267.314705159977, 318.57024107378464, 359.6616665293169, 434.757671201888, 548.7816511053406, 710.5109795299458, 776.0421319157333, 897.2377774968326, 1072.2176738579926, 1157.8668141233136, 1326.0204732194607, 1473.382908889914, 3028.2521213934483, 3118.407512236585, 3606.8737522256797, 3755.1762401773485]	beta=(0.585954204562222, -2.7709453282254164) H2CCO_to_H2CCOH_base 241j
Cu	100	COH2C-H2O-ele	-0.634103	[12.0, 12.0, 116.43601982720902, 135.86854103951484, 190.87158589793532, 275.0382505683083, 290.3666074215049, 298.5701374158107, 403.5456965597444, 481.2153020744991, 561.2897304280491, 599.6974231022483, 674.8662154969383, 804.6056582197698, 944.9658793014519, 1110.5489222281255, 1213.5786101520728, 1252.6552613682964, 1431.2549482120198, 1478.1714578616288, 3053.3967529755682, 3158.2781913459326, 3714.752605248375]	beta=(0.40413623839267526, -2.412302137328634) H2CCO_to_OHCCH2_base 1447j
Cu	100	H2CCH	-2.015702	[12.0, 12.0, 187.39797, 234.540628, 335.244687, 409.326565, 828.868803, 922.52538, 940.251505, 1193.786923, 1328.070578, 1494.747837, 2995.633885, 3002.450971, 3094.924126,]	beta=(-0.15460259705723317, -1.3354507781934164)
Cu	100	OCCO	-0.073758	[99.760041, 156.670384, 222.521859, 235.713791, 259.316577, 291.766778, 357.936016, 370.656463, 670.198133, 723.373686, 1333.10654, 1344.323325,]	beta=(0.6161688356719496, -2.7849004137599733)
Cu	100	OCCO-H2O-ele	0.697865	[118.92037545715672, 151.3040073983334, 205.5197917678148, 215.23256636439547, 246.91856857996777, 273.68852270738904, 301.9097022390243, 332.4761289417594, 364.20408719565233, 460.31114481265706, 471.9692573472913, 650.4815360518476, 801.211546896238, 855.4484740482062, 976.9084812756913, 1075.8854068161472, 1249.4643194130663, 1424.474821384233, 1556.6142784856543, 3700.5447032228526]	beta=(0.9128381777853191, -3.3186225088837125) OCCO_to_OCCOH_base 688j
Cu	100	H3CCO	-2.118418	[12.0, 12.0, 140.755816, 236.620938, 273.069422, 360.835724, 382.889754, 571.684459, 856.004908, 940.049113, 1058.649519, 1290.928422, 1381.606364, 1407.124536, 1480.09858, 2966.570334, 3042.517282, 3114.679494,]	beta=(-0.039859957590703404, -1.9430337057074227)
Cu	100	HOCCOH	-0.392959	[161.238871, 189.199145, 210.283945, 262.788849, 288.438878, 318.055518, 343.873063, 438.621218, 517.110662, 595.729479, 720.216393, 912.399591, 959.815345, 1143.888276, 1262.511041, 1424.077043, 3653.360189, 3700.250503,]	beta=(0.08839278443130758, -0.7818867973536348)
Cu	100	HOCCOH-ele	0.600974	[12.0, 57.39515934643254, 171.20235518325467, 217.4472751016375, 255.81670058330272, 270.4041302506124, 298.13065834617805, 353.8155849999218, 453.5324076821847, 579.3290770389153, 591.5438845701838, 746.8206129289283, 948.1370820824854, 1272.0762001897194, 1530.183525813459, 3621.2126121484284, 3728.5239579874606]	beta=(0.4014584608787422, -1.165443091629466) HOCCOH_to_CCOH_base 282j
Cu	100	OCHCH3	-2.620805	[12.0, 12.0, 12.0, 51.383775, 110.741537, 125.224117, 153.806159, 509.581797, 708.916798, 942.644714, 1081.909638, 1100.251348, 1317.619405, 1390.972663, 1418.350828, 1443.635388, 1697.929103, 2884.844583, 2987.647055, 3043.473553, 3109.285063,]	beta=(-0.1626870657021327, -1.904981514070011)
Cu	100	H2CCH2O	-2.149085	[68.006529, 108.669271, 172.76307, 267.169099, 302.622866, 314.70934, 414.58085, 610.171233, 862.505618, 898.274414, 1002.529482, 1038.123949, 1139.215384, 1206.77703, 1336.775459, 1392.945137, 1454.154631, 2782.497129, 2906.67446, 2946.541485, 3063.207817,]	beta=(-0.10297627173151845, -1.6959889080316204)
Cu	100	H2CCH2O-H2O-ele	-1.013170	[12.0, 119.61034188308027, 196.96059000935804, 227.01391496339164, 243.9037773216728, 261.8800069517048, 278.32628474535306, 361.1804287524049, 402.4034367299399, 466.5031984944824, 558.3602807694566, 599.4376471405135, 749.3421195863268, 787.5213761456097, 822.6474683985426, 880.3677056960247, 1019.9943701522376, 1133.2229190450144, 1280.8114333137903, 1297.8307905897177, 1350.6601192189923, 1401.8105378163002, 1476.2712225961945, 1544.5181468037238, 2910.582497883228, 2923.406967664352, 2954.752376812006, 3060.6769530778433, 3706.6635949714837]	beta=(0.3044892879019745, -2.352923014883528) H2CCH2O_to_H3CCH2O_base 1414j
Cu	100	H2CCH2O-ele	-1.465419	[12.0, 12.0, 135.40203404666752, 216.26740971390464, 242.85206337356934, 328.0023253023378, 429.7215737078032, 571.8563586654408, 702.9341033215632, 796.6730505742325, 956.8513154012942, 1059.3443983249927, 1191.1349701760846, 1214.879533817083, 1416.8631790049665, 1475.57362088413, 3062.376875935591, 3097.262697786106, 3164.4867095556256, 3205.90851523672]	beta=(-0.1581452486432992, -0.7695801193687241) H2CCH2O_to_O_base 424j
Cu	100	CC	-0.354956	[132.264181, 217.362502, 241.421803, 337.156925, 439.883712, 1709.992448,]	beta=(0.2693567300370239, -1.5401259168135555)
Cu	100	CC-H2O-ele	0.046342	[12.0, 12.0, 176.30164410872706, 265.7824253701655, 302.6575052804666, 345.557344355546, 372.4382332782297, 433.3033154397523, 543.1831329732553, 623.7461608185787, 1188.621604602993, 1402.4775389809993, 1737.8812859736397, 3760.5482137215786]	beta=(0.43250699913879825, -1.8566887199147173) CC_to_CCH_base 1052j
Cu	100	OH	0.136854	[12.0, 202.315287, 361.985027, 582.904276, 688.253104, 3709.376582,]	beta=(0.2564071992765799, -0.9913381555781847)
Cu	100	HCCOH	-0.979984	[12.0, 104.358771, 220.678847, 282.914783, 325.086296, 377.900562, 404.461949, 581.681399, 774.278637, 860.253442, 1054.173413, 1173.401725, 1390.584408, 2983.636979, 3663.247625,]	beta=(0.034029645491422886, -1.1297143663238989)
Cu	100	HCCOH-ele	-0.254039	[12.0, 121.38435138248137, 207.8062824891609, 231.93866660666387, 318.0384914066865, 330.20170348808836, 479.4771797883259, 629.2076682404557, 690.7286652141355, 773.8080137357111, 888.5962469583083, 1509.919085903112, 3118.8052756933994, 3747.8646335814005]	beta=(0.29018642343139134, -1.5308588770489675) HCCOH_to_CCH_base 293j
Cu	100	OCCOH	-0.214705	[111.826455, 190.555232, 257.38489, 265.571113, 282.233256, 341.887828, 360.516075, 460.751002, 530.859572, 717.124233, 890.380705, 1026.801716, 1282.402087, 1366.923572, 3634.841203,]	beta=(0.488727411427996, -2.3651055571401933)
Cu	100	OCCOH-ele	0.495122	[12.0, 150.1784909753281, 202.26310058505166, 227.6475566109914, 268.65583221553425, 280.8232308324024, 330.68335623563513, 446.497826918784, 469.89212471982916, 550.0277388541851, 662.3087647789198, 1112.318383363495, 1536.5467313050394, 3722.392403246286]	beta=(0.7187360031419922, -2.667316616684856) OCCOH_to_CCO_base 326j
Cu	100	OCCOH-H2O-ele	0.394618	[12.0, 81.3273426213958, 114.70611484615102, 161.73988821339375, 213.71356104635225, 281.6346741145532, 306.8820259410353, 320.24840171678943, 329.46167282598503, 441.3689911027605, 487.1858399333065, 547.899178191774, 711.122301623545, 740.538717504816, 867.3054018381873, 1025.8236048433034, 1115.06592057079, 1189.9397517105174, 1307.6846887908903, 1373.92338544586, 1758.600419816412, 3626.949204678687, 3693.881338238122]	beta=(0.6760725497418628, -2.5801010941717535) OCCOH_to_HOCCOH_base 262j
Cu	100	C	0.439744	[271.811318, 540.264138, 565.942979,]	beta=(0.01119784461330256, 0.39047376534698747)
Cu	100	C-H2O-ele	1.531338	[12.0, 169.39804151169707, 277.9098390956989, 374.77217015175063, 445.20059864957386, 472.81379849287936, 585.6903478712433, 647.3137686888713, 976.0758239816504, 1187.9565967989406, 3761.743208584607]	beta=(0.3551965134768652, -0.03152661325769532) C_to_CH_base 1259j
Cu	100	CCH	-1.144614	[152.756412, 183.594752, 242.048505, 268.56219, 314.520466, 551.484736, 660.284323, 1584.888665, 3271.371318,]	beta=(-0.13420292457033137, -0.5541212168994487)
Cu	100	CCH-H2O-ele	-0.342169	[12.0, 33.389735800522224, 178.28145007127108, 202.99136822142512, 264.62412737250924, 323.478549815795, 396.5985670014903, 465.5825980766655, 545.1952903944756, 581.9616942918616, 670.4861113591852, 895.4592866934079, 1077.3502314786022, 1376.3226563903786, 1427.6265475102814, 3065.010577771098, 3748.124178795671]	beta=(0.18235498410201925, -1.1445309527982024) CCH_to_HCCH_base 1413j
Cu	100	OCCHOH	-0.885233	[111.833438, 162.332061, 203.631334, 247.520797, 268.316325, 276.411215, 393.507987, 415.149727, 541.746874, 715.038827, 768.99663, 936.349996, 1025.275044, 1210.406756, 1289.285263, 1506.416372, 3162.369942, 3724.523677,]	beta=(0.13780861614191373, -1.4915912396179842)
